unique_id,ds,y,gen_forecast,system_load,week_day
FR,2015-01-02 15:00:00,39.78,74355.0,66287.0,4
FR,2015-01-02 16:00:00,39.73,73693.0,65172.0,4
FR,2015-01-02 17:00:00,50.24,76272.0,67610.0,4
FR,2015-01-02 18:00:00,54.1,78940.0,72133.0,4
FR,2015-01-02 19:00:00,53.13,80550.0,74786.0,4
FR,2015-01-02 20:00:00,48.81,78528.0,72777.0,4
FR,2015-01-02 21:00:00,42.99,75958.0,69294.0,4
FR,2015-01-02 22:00:00,48.76,75008.0,67372.0,4
FR,2015-01-02 23:00:00,48.45,75410.0,71699.0,4
FR,2015-01-03 00:00:00,46.97,73980.0,69805.0,5
FR,2015-01-03 01:00:00,43.27,71309.0,65463.0,5
FR,2015-01-03 02:00:00,41.76,70103.0,66061.0,5
FR,2015-01-03 03:00:00,37.54,67577.0,62638.0,5
FR,2015-01-03 04:00:00,32.99,66894.0,60446.0,5
FR,2015-01-03 05:00:00,31.24,67495.0,59414.0,5
FR,2015-01-03 06:00:00,36.71,68730.0,60970.0,5
FR,2015-01-03 07:00:00,39.47,69504.0,63129.0,5
FR,2015-01-03 08:00:00,44.51,71533.0,65591.0,5
FR,2015-01-03 09:00:00,44.45,73491.0,66547.0,5
FR,2015-01-03 10:00:00,45.01,75496.0,68661.0,5
FR,2015-01-03 11:00:00,45.36,76609.0,69424.0,5
FR,2015-01-03 12:00:00,45.6,77706.0,70401.0,5
FR,2015-01-03 13:00:00,43.4,77500.0,71190.0,5
FR,2015-01-03 14:00:00,39.6,74005.0,66000.0,5
FR,2015-01-03 15:00:00,35.48,71775.0,62666.0,5
FR,2015-01-03 16:00:00,33.85,71576.0,61189.0,5
FR,2015-01-03 17:00:00,45.96,75593.0,62085.0,5
FR,2015-01-03 18:00:00,49.82,77675.0,67215.0,5
FR,2015-01-03 19:00:00,47.62,77508.0,68739.0,5
FR,2015-01-03 20:00:00,43.79,75506.0,66734.0,5
FR,2015-01-03 21:00:00,42.44,72883.0,64515.0,5
FR,2015-01-03 22:00:00,42.03,72926.0,62554.0,5
FR,2015-01-03 23:00:00,40.91,73070.0,67342.0,5
FR,2015-01-04 00:00:00,36.26,68997.0,66016.0,6
FR,2015-01-04 01:00:00,32.28,66398.0,61071.0,6
FR,2015-01-04 02:00:00,27.63,65720.0,60970.0,6
FR,2015-01-04 03:00:00,23.94,62539.0,57163.0,6
FR,2015-01-04 04:00:00,15.69,61219.0,54428.0,6
FR,2015-01-04 05:00:00,18.14,61110.0,53019.0,6
FR,2015-01-04 06:00:00,20.03,61847.0,53458.0,6
FR,2015-01-04 07:00:00,19.23,63645.0,54722.0,6
FR,2015-01-04 08:00:00,27.31,65178.0,56556.0,6
FR,2015-01-04 09:00:00,34.54,67483.0,57450.0,6
FR,2015-01-04 10:00:00,36.7,69998.0,60674.0,6
FR,2015-01-04 11:00:00,37.14,72580.0,62614.0,6
FR,2015-01-04 12:00:00,42.55,73320.0,64797.0,6
FR,2015-01-04 13:00:00,38.34,72886.0,67239.0,6
FR,2015-01-04 14:00:00,32.68,69971.0,61667.0,6
FR,2015-01-04 15:00:00,25.25,68075.0,58875.0,6
FR,2015-01-04 16:00:00,30.43,68000.0,57873.0,6
FR,2015-01-04 17:00:00,43.04,72373.0,59294.0,6
FR,2015-01-04 18:00:00,54.35,76549.0,65413.0,6
FR,2015-01-04 19:00:00,51.57,79176.0,70139.0,6
FR,2015-01-04 20:00:00,49.99,77789.0,70074.0,6
FR,2015-01-04 21:00:00,41.18,75224.0,68288.0,6
FR,2015-01-04 22:00:00,44.79,74633.0,65999.0,6
FR,2015-01-04 23:00:00,42.96,76232.0,69824.0,6
FR,2015-01-05 00:00:00,36.56,70325.0,67804.0,0
FR,2015-01-05 01:00:00,34.94,67952.0,62634.0,0
FR,2015-01-05 02:00:00,32.19,67978.0,63651.0,0
FR,2015-01-05 03:00:00,23.53,65935.0,60408.0,0
FR,2015-01-05 04:00:00,22.92,65392.0,58281.0,0
FR,2015-01-05 05:00:00,34.26,66405.0,60024.0,0
FR,2015-01-05 06:00:00,44.28,72391.0,63741.0,0
FR,2015-01-05 07:00:00,50.38,78434.0,71813.0,0
FR,2015-01-05 08:00:00,53.79,80527.0,77826.0,0
FR,2015-01-05 09:00:00,52.03,81216.0,78809.0,0
FR,2015-01-05 10:00:00,50.6,82208.0,79730.0,0
FR,2015-01-05 11:00:00,50.5,82398.0,79830.0,0
FR,2015-01-05 12:00:00,48.45,82208.0,80604.0,0
FR,2015-01-05 13:00:00,44.54,81305.0,80521.0,0
FR,2015-01-05 14:00:00,42.0,80346.0,76491.0,0
FR,2015-01-05 15:00:00,43.1,79679.0,74308.0,0
FR,2015-01-05 16:00:00,46.7,79516.0,73139.0,0
FR,2015-01-05 17:00:00,56.78,83024.0,74156.0,0
FR,2015-01-05 18:00:00,58.84,85228.0,81005.0,0
FR,2015-01-05 19:00:00,53.6,86750.0,85195.0,0
FR,2015-01-05 20:00:00,46.9,83202.0,82556.0,0
FR,2015-01-05 21:00:00,44.58,80126.0,77392.0,0
FR,2015-01-05 22:00:00,48.7,78798.0,73558.0,0
FR,2015-01-05 23:00:00,46.06,79855.0,76611.0,0
FR,2015-01-06 00:00:00,45.56,76676.0,73171.0,1
FR,2015-01-06 01:00:00,40.28,75079.0,67115.0,1
FR,2015-01-06 02:00:00,39.2,74401.0,67008.0,1
FR,2015-01-06 03:00:00,36.22,72354.0,64116.0,1
FR,2015-01-06 04:00:00,34.04,71382.0,62565.0,1
FR,2015-01-06 05:00:00,38.58,73337.0,63431.0,1
FR,2015-01-06 06:00:00,43.32,77570.0,66889.0,1
FR,2015-01-06 07:00:00,50.0,82322.0,75018.0,1
FR,2015-01-06 08:00:00,49.53,84811.0,81774.0,1
FR,2015-01-06 09:00:00,50.87,85858.0,81068.0,1
FR,2015-01-06 10:00:00,50.86,85803.0,80621.0,1
FR,2015-01-06 11:00:00,50.17,85363.0,79719.0,1
FR,2015-01-06 12:00:00,47.97,85266.0,79651.0,1
FR,2015-01-06 13:00:00,45.2,83972.0,79751.0,1
FR,2015-01-06 14:00:00,41.45,82876.0,76656.0,1
FR,2015-01-06 15:00:00,40.08,81666.0,74163.0,1
FR,2015-01-06 16:00:00,43.62,81066.0,74139.0,1
FR,2015-01-06 17:00:00,48.55,84028.0,74956.0,1
FR,2015-01-06 18:00:00,52.32,86776.0,80094.0,1
FR,2015-01-06 19:00:00,53.1,87887.0,83465.0,1
FR,2015-01-06 20:00:00,48.78,84698.0,80915.0,1
FR,2015-01-06 21:00:00,43.91,81498.0,75052.0,1
FR,2015-01-06 22:00:00,44.58,80467.0,72079.0,1
FR,2015-01-06 23:00:00,45.73,80992.0,75125.0,1
FR,2015-01-07 00:00:00,40.0,76880.0,73168.0,2
FR,2015-01-07 01:00:00,36.69,74358.0,68322.0,2
FR,2015-01-07 02:00:00,37.45,73306.0,68500.0,2
FR,2015-01-07 03:00:00,32.08,70805.0,65218.0,2
FR,2015-01-07 04:00:00,29.48,70104.0,63194.0,2
FR,2015-01-07 05:00:00,34.94,71954.0,63246.0,2
FR,2015-01-07 06:00:00,41.74,76768.0,66940.0,2
FR,2015-01-07 07:00:00,49.17,82733.0,74624.0,2
FR,2015-01-07 08:00:00,54.44,86577.0,79131.0,2
FR,2015-01-07 09:00:00,50.99,86620.0,80901.0,2
FR,2015-01-07 10:00:00,50.0,87398.0,81264.0,2
FR,2015-01-07 11:00:00,51.22,87237.0,79949.0,2
FR,2015-01-07 12:00:00,50.15,87103.0,81163.0,2
FR,2015-01-07 13:00:00,51.46,86632.0,80954.0,2
FR,2015-01-07 14:00:00,50.88,85437.0,78302.0,2
FR,2015-01-07 15:00:00,48.0,84146.0,74490.0,2
FR,2015-01-07 16:00:00,47.14,83023.0,73371.0,2
FR,2015-01-07 17:00:00,51.07,84537.0,73532.0,2
FR,2015-01-07 18:00:00,52.46,86737.0,78750.0,2
FR,2015-01-07 19:00:00,48.78,87361.0,81437.0,2
FR,2015-01-07 20:00:00,47.45,84574.0,78673.0,2
FR,2015-01-07 21:00:00,42.02,81820.0,73210.0,2
FR,2015-01-07 22:00:00,45.57,80363.0,68967.0,2
FR,2015-01-07 23:00:00,45.6,81362.0,72019.0,2
FR,2015-01-08 00:00:00,43.88,78973.0,70173.0,3
FR,2015-01-08 01:00:00,35.65,76353.0,67435.0,3
FR,2015-01-08 02:00:00,35.87,76062.0,67623.0,3
FR,2015-01-08 03:00:00,30.17,73532.0,64562.0,3
FR,2015-01-08 04:00:00,24.54,73019.0,63116.0,3
FR,2015-01-08 05:00:00,32.0,73017.0,62891.0,3
FR,2015-01-08 06:00:00,40.96,78897.0,66366.0,3
FR,2015-01-08 07:00:00,49.53,85260.0,74926.0,3
FR,2015-01-08 08:00:00,48.07,87455.0,80525.0,3
FR,2015-01-08 09:00:00,48.75,87699.0,79723.0,3
FR,2015-01-08 10:00:00,49.29,88139.0,77856.0,3
FR,2015-01-08 11:00:00,49.33,88731.0,76089.0,3
FR,2015-01-08 12:00:00,48.43,88572.0,76531.0,3
FR,2015-01-08 13:00:00,47.21,88118.0,75652.0,3
FR,2015-01-08 14:00:00,43.47,86395.0,72924.0,3
FR,2015-01-08 15:00:00,38.27,84390.0,70745.0,3
FR,2015-01-08 16:00:00,41.07,84121.0,70270.0,3
FR,2015-01-08 17:00:00,47.97,85971.0,71512.0,3
FR,2015-01-08 18:00:00,51.25,87402.0,76209.0,3
FR,2015-01-08 19:00:00,50.31,87139.0,78146.0,3
FR,2015-01-08 20:00:00,47.97,84044.0,74681.0,3
FR,2015-01-08 21:00:00,40.5,81092.0,69308.0,3
FR,2015-01-08 22:00:00,43.8,79308.0,64596.0,3
FR,2015-01-08 23:00:00,44.05,79577.0,68364.0,3
FR,2015-01-09 00:00:00,32.06,77770.0,66564.0,4
FR,2015-01-09 01:00:00,29.71,74821.0,61272.0,4
FR,2015-01-09 02:00:00,28.53,74395.0,61065.0,4
FR,2015-01-09 03:00:00,23.75,70779.0,57726.0,4
FR,2015-01-09 04:00:00,16.05,70067.0,55329.0,4
FR,2015-01-09 05:00:00,21.44,71372.0,56210.0,4
FR,2015-01-09 06:00:00,31.86,76828.0,60703.0,4
FR,2015-01-09 07:00:00,44.0,82623.0,68320.0,4
FR,2015-01-09 08:00:00,45.82,85369.0,72907.0,4
FR,2015-01-09 09:00:00,45.59,85611.0,72352.0,4
FR,2015-01-09 10:00:00,42.52,84988.0,71171.0,4
FR,2015-01-09 11:00:00,41.57,84789.0,70138.0,4
FR,2015-01-09 12:00:00,41.01,84155.0,69190.0,4
FR,2015-01-09 13:00:00,39.24,83061.0,69484.0,4
FR,2015-01-09 14:00:00,36.29,80873.0,66560.0,4
FR,2015-01-09 15:00:00,29.47,78821.0,64705.0,4
FR,2015-01-09 16:00:00,30.09,78750.0,63080.0,4
FR,2015-01-09 17:00:00,35.43,79505.0,63555.0,4
FR,2015-01-09 18:00:00,41.0,82205.0,67970.0,4
FR,2015-01-09 19:00:00,38.95,82399.0,69738.0,4
FR,2015-01-09 20:00:00,32.53,79353.0,65600.0,4
FR,2015-01-09 21:00:00,26.69,75975.0,61997.0,4
FR,2015-01-09 22:00:00,26.56,74522.0,59037.0,4
FR,2015-01-09 23:00:00,25.26,76102.0,61947.0,4
FR,2015-01-10 00:00:00,19.04,72138.0,60118.0,5
FR,2015-01-10 01:00:00,15.96,69129.0,55031.0,5
FR,2015-01-10 02:00:00,13.7,68170.0,54804.0,5
FR,2015-01-10 03:00:00,11.01,65190.0,51298.0,5
FR,2015-01-10 04:00:00,9.08,64399.0,48717.0,5
FR,2015-01-10 05:00:00,9.28,63504.0,48198.0,5
FR,2015-01-10 06:00:00,11.76,63704.0,49871.0,5
FR,2015-01-10 07:00:00,15.84,66027.0,51359.0,5
FR,2015-01-10 08:00:00,16.93,68609.0,53404.0,5
FR,2015-01-10 09:00:00,18.11,69644.0,54805.0,5
FR,2015-01-10 10:00:00,19.19,71202.0,57654.0,5
FR,2015-01-10 11:00:00,19.25,71697.0,58583.0,5
FR,2015-01-10 12:00:00,20.47,72874.0,59978.0,5
FR,2015-01-10 13:00:00,18.21,71902.0,61741.0,5
FR,2015-01-10 14:00:00,16.21,69184.0,57222.0,5
FR,2015-01-10 15:00:00,11.34,67980.0,54489.0,5
FR,2015-01-10 16:00:00,14.15,67398.0,53805.0,5
FR,2015-01-10 17:00:00,18.64,68500.0,54842.0,5
FR,2015-01-10 18:00:00,24.45,72619.0,60768.0,5
FR,2015-01-10 19:00:00,27.75,73774.0,62895.0,5
FR,2015-01-10 20:00:00,24.56,71688.0,59974.0,5
FR,2015-01-10 21:00:00,18.75,68970.0,56944.0,5
FR,2015-01-10 22:00:00,25.81,67991.0,54454.0,5
FR,2015-01-10 23:00:00,27.67,69798.0,59042.0,5
FR,2015-01-11 00:00:00,26.95,68178.0,58219.0,6
FR,2015-01-11 01:00:00,24.22,66169.0,54139.0,6
FR,2015-01-11 02:00:00,27.08,64295.0,53845.0,6
FR,2015-01-11 03:00:00,20.91,61598.0,49989.0,6
FR,2015-01-11 04:00:00,13.09,59503.0,47569.0,6
FR,2015-01-11 05:00:00,16.41,60685.0,46411.0,6
FR,2015-01-11 06:00:00,18.72,61697.0,47103.0,6
FR,2015-01-11 07:00:00,17.21,62933.0,48283.0,6
FR,2015-01-11 08:00:00,21.2,64412.0,49770.0,6
FR,2015-01-11 09:00:00,25.96,67078.0,50656.0,6
FR,2015-01-11 10:00:00,28.83,69335.0,54161.0,6
FR,2015-01-11 11:00:00,30.73,71487.0,56690.0,6
FR,2015-01-11 12:00:00,31.8,72884.0,59336.0,6
FR,2015-01-11 13:00:00,30.37,72253.0,62078.0,6
FR,2015-01-11 14:00:00,23.39,68555.0,56835.0,6
FR,2015-01-11 15:00:00,12.7,66995.0,54342.0,6
FR,2015-01-11 16:00:00,18.49,66199.0,53529.0,6
FR,2015-01-11 17:00:00,25.81,68149.0,55300.0,6
FR,2015-01-11 18:00:00,35.48,72548.0,61972.0,6
FR,2015-01-11 19:00:00,42.0,75825.0,65903.0,6
FR,2015-01-11 20:00:00,36.08,74925.0,64433.0,6
FR,2015-01-11 21:00:00,31.8,73199.0,62270.0,6
FR,2015-01-11 22:00:00,33.0,73304.0,59840.0,6
FR,2015-01-11 23:00:00,32.19,73950.0,63551.0,6
FR,2015-01-12 00:00:00,27.59,70627.0,62232.0,0
FR,2015-01-12 01:00:00,26.81,68860.0,58184.0,0
FR,2015-01-12 02:00:00,25.75,68005.0,58926.0,0
FR,2015-01-12 03:00:00,17.86,66338.0,55448.0,0
FR,2015-01-12 04:00:00,15.16,66124.0,53366.0,0
FR,2015-01-12 05:00:00,19.84,67889.0,54716.0,0
FR,2015-01-12 06:00:00,33.98,73473.0,58914.0,0
FR,2015-01-12 07:00:00,45.51,80114.0,66915.0,0
FR,2015-01-12 08:00:00,48.06,83132.0,72292.0,0
FR,2015-01-12 09:00:00,46.2,84036.0,72511.0,0
FR,2015-01-12 10:00:00,45.0,84311.0,72780.0,0
FR,2015-01-12 11:00:00,45.38,84248.0,72547.0,0
FR,2015-01-12 12:00:00,42.49,84443.0,72998.0,0
FR,2015-01-12 13:00:00,41.53,83466.0,73468.0,0
FR,2015-01-12 14:00:00,36.31,81064.0,69718.0,0
FR,2015-01-12 15:00:00,32.37,79103.0,67472.0,0
FR,2015-01-12 16:00:00,33.53,78243.0,66191.0,0
FR,2015-01-12 17:00:00,41.31,80172.0,67458.0,0
FR,2015-01-12 18:00:00,47.89,83334.0,73221.0,0
FR,2015-01-12 19:00:00,48.42,84843.0,76878.0,0
FR,2015-01-12 20:00:00,41.89,81496.0,73505.0,0
FR,2015-01-12 21:00:00,35.24,78860.0,68538.0,0
FR,2015-01-12 22:00:00,37.44,78136.0,64749.0,0
FR,2015-01-12 23:00:00,35.0,78483.0,67784.0,0
FR,2015-01-13 00:00:00,33.04,76288.0,65066.0,1
FR,2015-01-13 01:00:00,26.56,73871.0,60518.0,1
FR,2015-01-13 02:00:00,26.29,73732.0,60474.0,1
FR,2015-01-13 03:00:00,17.44,72168.0,57222.0,1
FR,2015-01-13 04:00:00,11.26,71151.0,55396.0,1
FR,2015-01-13 05:00:00,22.29,72160.0,56329.0,1
FR,2015-01-13 06:00:00,33.78,77458.0,59907.0,1
FR,2015-01-13 07:00:00,44.94,83167.0,68283.0,1
FR,2015-01-13 08:00:00,49.04,85231.0,74214.0,1
FR,2015-01-13 09:00:00,49.64,85360.0,73594.0,1
FR,2015-01-13 10:00:00,48.1,85086.0,73168.0,1
FR,2015-01-13 11:00:00,46.95,84885.0,72471.0,1
FR,2015-01-13 12:00:00,46.04,84747.0,72582.0,1
FR,2015-01-13 13:00:00,43.38,83588.0,73107.0,1
FR,2015-01-13 14:00:00,36.48,81760.0,69949.0,1
FR,2015-01-13 15:00:00,33.05,80092.0,67572.0,1
FR,2015-01-13 16:00:00,34.13,80302.0,67183.0,1
FR,2015-01-13 17:00:00,43.03,81843.0,68216.0,1
FR,2015-01-13 18:00:00,49.22,84444.0,73024.0,1
FR,2015-01-13 19:00:00,46.38,84257.0,76033.0,1
FR,2015-01-13 20:00:00,42.44,81823.0,73181.0,1
FR,2015-01-13 21:00:00,33.36,78283.0,67791.0,1
FR,2015-01-13 22:00:00,33.97,76802.0,64761.0,1
FR,2015-01-13 23:00:00,31.39,77386.0,67737.0,1
FR,2015-01-14 00:00:00,34.58,76224.0,66028.0,2
FR,2015-01-14 01:00:00,29.67,73748.0,60860.0,2
FR,2015-01-14 02:00:00,27.49,73453.0,60990.0,2
FR,2015-01-14 03:00:00,21.3,70169.0,57768.0,2
FR,2015-01-14 04:00:00,15.59,69694.0,55854.0,2
FR,2015-01-14 05:00:00,18.9,71503.0,56316.0,2
FR,2015-01-14 06:00:00,34.78,76557.0,60643.0,2
FR,2015-01-14 07:00:00,48.0,82374.0,68882.0,2
FR,2015-01-14 08:00:00,47.79,84719.0,73987.0,2
FR,2015-01-14 09:00:00,48.14,84732.0,74841.0,2
FR,2015-01-14 10:00:00,45.5,84921.0,74476.0,2
FR,2015-01-14 11:00:00,45.03,85000.0,73686.0,2
FR,2015-01-14 12:00:00,45.5,84993.0,74395.0,2
FR,2015-01-14 13:00:00,40.81,83856.0,74639.0,2
FR,2015-01-14 14:00:00,42.04,81818.0,71756.0,2
FR,2015-01-14 15:00:00,38.94,80409.0,68830.0,2
FR,2015-01-14 16:00:00,41.15,79711.0,67678.0,2
FR,2015-01-14 17:00:00,48.93,81869.0,68793.0,2
FR,2015-01-14 18:00:00,50.99,84416.0,74090.0,2
FR,2015-01-14 19:00:00,50.94,85435.0,76771.0,2
FR,2015-01-14 20:00:00,44.99,82222.0,73363.0,2
FR,2015-01-14 21:00:00,38.62,79531.0,68501.0,2
FR,2015-01-14 22:00:00,39.54,78367.0,64756.0,2
FR,2015-01-14 23:00:00,38.92,79113.0,67783.0,2
FR,2015-01-15 00:00:00,30.44,76707.0,65816.0,3
FR,2015-01-15 01:00:00,24.91,74055.0,61939.0,3
FR,2015-01-15 02:00:00,22.67,73538.0,62011.0,3
FR,2015-01-15 03:00:00,16.87,71057.0,58712.0,3
FR,2015-01-15 04:00:00,15.43,69794.0,57027.0,3
FR,2015-01-15 05:00:00,16.05,71501.0,57176.0,3
FR,2015-01-15 06:00:00,32.33,76850.0,61161.0,3
FR,2015-01-15 07:00:00,48.62,83093.0,69260.0,3
FR,2015-01-15 08:00:00,49.01,85744.0,74683.0,3
FR,2015-01-15 09:00:00,47.58,85075.0,74040.0,3
FR,2015-01-15 10:00:00,45.94,85452.0,72996.0,3
FR,2015-01-15 11:00:00,46.54,85464.0,72319.0,3
FR,2015-01-15 12:00:00,45.46,85045.0,72694.0,3
FR,2015-01-15 13:00:00,42.94,83759.0,72460.0,3
FR,2015-01-15 14:00:00,38.18,82335.0,68883.0,3
FR,2015-01-15 15:00:00,35.54,80259.0,67167.0,3
FR,2015-01-15 16:00:00,35.68,80142.0,66142.0,3
FR,2015-01-15 17:00:00,41.66,81790.0,67929.0,3
FR,2015-01-15 18:00:00,50.45,85291.0,73285.0,3
FR,2015-01-15 19:00:00,49.47,86145.0,75636.0,3
FR,2015-01-15 20:00:00,42.98,82775.0,71861.0,3
FR,2015-01-15 21:00:00,35.42,78981.0,66924.0,3
FR,2015-01-15 22:00:00,35.49,77795.0,62759.0,3
FR,2015-01-15 23:00:00,34.75,78259.0,66300.0,3
FR,2015-01-16 00:00:00,35.95,72902.0,64277.0,4
FR,2015-01-16 01:00:00,30.86,70093.0,59065.0,4
FR,2015-01-16 02:00:00,29.47,69655.0,59062.0,4
FR,2015-01-16 03:00:00,24.74,67890.0,55770.0,4
FR,2015-01-16 04:00:00,22.95,66954.0,53872.0,4
FR,2015-01-16 05:00:00,29.58,67828.0,54786.0,4
FR,2015-01-16 06:00:00,39.73,72311.0,59429.0,4
FR,2015-01-16 07:00:00,49.49,79168.0,66439.0,4
FR,2015-01-16 08:00:00,50.71,82673.0,72131.0,4
FR,2015-01-16 09:00:00,48.98,82806.0,71513.0,4
FR,2015-01-16 10:00:00,50.54,82862.0,71730.0,4
FR,2015-01-16 11:00:00,49.76,83158.0,72056.0,4
FR,2015-01-16 12:00:00,48.43,83382.0,71897.0,4
FR,2015-01-16 13:00:00,46.17,83274.0,71998.0,4
FR,2015-01-16 14:00:00,44.99,82017.0,69104.0,4
FR,2015-01-16 15:00:00,44.05,81774.0,67409.0,4
FR,2015-01-16 16:00:00,47.1,82538.0,65976.0,4
FR,2015-01-16 17:00:00,52.49,84294.0,67884.0,4
FR,2015-01-16 18:00:00,53.54,86415.0,73099.0,4
FR,2015-01-16 19:00:00,48.02,84907.0,75405.0,4
FR,2015-01-16 20:00:00,41.51,81905.0,71090.0,4
FR,2015-01-16 21:00:00,37.92,78581.0,67402.0,4
FR,2015-01-16 22:00:00,40.64,77544.0,64339.0,4
FR,2015-01-16 23:00:00,43.18,78083.0,67721.0,4
FR,2015-01-17 00:00:00,36.54,74208.0,65930.0,5
FR,2015-01-17 01:00:00,33.17,71146.0,60935.0,5
FR,2015-01-17 02:00:00,32.26,70543.0,60917.0,5
FR,2015-01-17 03:00:00,27.92,68578.0,57735.0,5
FR,2015-01-17 04:00:00,27.05,68251.0,55521.0,5
FR,2015-01-17 05:00:00,27.24,69072.0,55437.0,5
FR,2015-01-17 06:00:00,27.41,69526.0,57790.0,5
FR,2015-01-17 07:00:00,33.17,71683.0,59998.0,5
FR,2015-01-17 08:00:00,41.99,74445.0,63310.0,5
FR,2015-01-17 09:00:00,47.44,76639.0,64922.0,5
FR,2015-01-17 10:00:00,46.57,77955.0,67744.0,5
FR,2015-01-17 11:00:00,43.39,77818.0,68089.0,5
FR,2015-01-17 12:00:00,43.0,77648.0,68985.0,5
FR,2015-01-17 13:00:00,38.08,77174.0,70075.0,5
FR,2015-01-17 14:00:00,34.5,74774.0,65398.0,5
FR,2015-01-17 15:00:00,31.27,72800.0,62714.0,5
FR,2015-01-17 16:00:00,33.84,73448.0,61289.0,5
FR,2015-01-17 17:00:00,42.44,75594.0,63188.0,5
FR,2015-01-17 18:00:00,45.84,77747.0,69977.0,5
FR,2015-01-17 19:00:00,46.43,79093.0,72563.0,5
FR,2015-01-17 20:00:00,39.96,77220.0,69620.0,5
FR,2015-01-17 21:00:00,32.6,74404.0,66586.0,5
FR,2015-01-17 22:00:00,37.78,74394.0,63910.0,5
FR,2015-01-17 23:00:00,37.78,76258.0,68783.0,5
FR,2015-01-18 00:00:00,36.24,74767.0,67841.0,6
FR,2015-01-18 01:00:00,33.8,72060.0,63992.0,6
FR,2015-01-18 02:00:00,28.75,71574.0,63700.0,6
FR,2015-01-18 03:00:00,27.57,69075.0,60203.0,6
FR,2015-01-18 04:00:00,24.34,69013.0,57661.0,6
FR,2015-01-18 05:00:00,25.68,69637.0,56726.0,6
FR,2015-01-18 06:00:00,28.79,70186.0,57588.0,6
FR,2015-01-18 07:00:00,31.41,71070.0,59206.0,6
FR,2015-01-18 08:00:00,33.0,72715.0,61037.0,6
FR,2015-01-18 09:00:00,37.23,74185.0,61860.0,6
FR,2015-01-18 10:00:00,39.07,76412.0,64644.0,6
FR,2015-01-18 11:00:00,42.44,76971.0,66134.0,6
FR,2015-01-18 12:00:00,43.33,77467.0,67379.0,6
FR,2015-01-18 13:00:00,38.25,76914.0,68867.0,6
FR,2015-01-18 14:00:00,33.88,73656.0,63150.0,6
FR,2015-01-18 15:00:00,29.91,71488.0,60501.0,6
FR,2015-01-18 16:00:00,30.44,71272.0,59004.0,6
FR,2015-01-18 17:00:00,38.42,73391.0,61008.0,6
FR,2015-01-18 18:00:00,48.95,77314.0,66710.0,6
FR,2015-01-18 19:00:00,51.02,79424.0,70715.0,6
FR,2015-01-18 20:00:00,50.62,78250.0,69422.0,6
FR,2015-01-18 21:00:00,42.44,76504.0,67410.0,6
FR,2015-01-18 22:00:00,44.94,76786.0,64493.0,6
FR,2015-01-18 23:00:00,42.51,77184.0,68467.0,6
FR,2015-01-19 00:00:00,38.24,73442.0,66938.0,0
FR,2015-01-19 01:00:00,34.9,71145.0,64533.0,0
FR,2015-01-19 02:00:00,33.04,70967.0,65316.0,0
