"ds","Consumption","Income"
1982-04-01,0.304135405209394,0.601491451135772
1982-07-01,0.668142358947676,0.478675530740347
1982-10-01,1.73650662000373,0.313585024725249
1983-01-01,0.983848837755197,0.939211321149536
1983-04-01,2.01581265232242,0.690658941396727
1983-07-01,1.77731406281207,1.48941281651354
1983-10-01,1.58100030945327,2.20284784199194
1984-01-01,0.826450550085767,1.9778237402365
1984-04-01,1.39125391219856,1.64734680002105
1984-07-01,0.738897677237027,1.31154164580742
1984-10-01,1.2871021313595,0.813018901391693
1985-01-01,1.68477586491438,-0.261338696124369
1985-04-01,0.913849566436475,1.9288909367198
1985-07-01,1.88152167000322,-0.313838757381824
1985-10-01,0.216096688253842,1.05237312681314
1986-01-01,0.870018018021668,1.30642010939113
1986-04-01,1.083790021565,1.27083495788192
1986-07-01,1.75356349267215,0.635496279742576
1986-10-01,0.611475516556048,0.152239897118989
1987-01-01,0.0997654706262452,0.917143363100692
1987-04-01,1.35546443120695,-0.940300691574514
1987-07-01,1.13484446649661,1.77414617740421
1987-10-01,0.211331120042857,1.3394902519412
1988-01-01,1.75107799360372,1.45619036606739
1988-04-01,0.735545060573806,1.02431962328708
1988-07-01,0.884646174709758,0.961911801308624
1988-10-01,1.13058029362954,0.939045185056386
1989-01-01,0.462870914535252,1.1320617395608
1989-04-01,0.465699643626571,-0.295234749194506
1989-07-01,0.963449293493035,0.662055069430423
1989-10-01,0.433672694136433,0.842870948600449
1990-01-01,0.838072157211833,0.76504864510536
1990-04-01,0.304152248220468,0.69353583226377
1990-07-01,0.39537256853226,-0.0353892204213224
1990-10-01,-0.763666136650443,-0.856436752547118
1991-01-01,-0.376738177630642,0.249602447805408
1991-04-01,0.825347483609384,0.728948663838835
1991-07-01,0.497352534401863,0.407427948808348
1991-10-01,-0.0500523179480794,0.827903714400158
1992-01-01,1.85502676531879,1.99251652740955
1992-04-01,0.676545704933318,0.986750283069782
1992-07-01,1.0662220658924,0.462839912841595
1992-10-01,1.18484069527831,0.454412534681481
1993-01-01,0.382688784035423,0.373438421854644
1993-04-01,0.905498167532137,0.30889745774374
1993-07-01,1.10680242134631,0.0870828739518714
1993-10-01,0.8740238255875,0.69255254447107
1994-01-01,1.13730468544215,0.658185954214652
1994-04-01,0.775058503153758,1.00208404414328
1994-07-01,0.759621956013135,0.581463835454343
1994-10-01,1.07532429164312,1.42474588219645
1995-01-01,0.248574764223441,0.851213087823943
1995-04-01,0.872849890327743,0.283146698283332
1995-07-01,0.902152132638179,0.91209273213515
1995-10-01,0.695146180127715,0.582726832140423
1996-01-01,0.918061916163992,0.942444257079522
1996-04-01,1.07003899582594,0.912726519815976
1996-07-01,0.603594205032998,0.806477785156012
1996-10-01,0.793360640432539,0.531210906884283
1997-01-01,1.04857312003634,0.947931845283456
1997-04-01,0.449184383457357,0.882316921302184
1997-07-01,1.68940262988713,1.16984518888508
1997-10-01,1.18812999467188,1.46204174006499
1998-01-01,1.0064500585786,2.08337695459448
1998-04-01,1.74561109978768,1.36564395512853
1998-07-01,1.29559739529839,1.00235270247975
1998-10-01,1.43435790744402,0.788511864266894
1999-01-01,0.965596580327066,0.899890378773982
1999-04-01,1.44747198052055,0.225012238480993
1999-07-01,1.12235963808054,0.679935161980794
1999-10-01,1.45458201269939,1.49076190416597
2000-01-01,1.52457045897751,1.89643268733448
2000-04-01,0.961212260600064,1.09980379755772
2000-07-01,0.977169096218589,1.15454178114156
2000-10-01,0.856410133211938,0.356800394158974
2001-01-01,0.39949971937947,0.902077916274635
2001-04-01,0.236146304659179,-0.174790341673514
2001-07-01,0.342130432941445,2.28118448897145
2001-10-01,1.48424585649334,-1.27179740684262
2002-01-01,0.30559197965836,2.22918772631022
2002-04-01,0.512135579133322,0.674730480737473
2002-07-01,0.721912763985522,-0.0872201083581103
2002-10-01,0.573051117422274,0.592006327654815
2003-01-01,0.469223438280153,0.234893453625773
2003-04-01,1.11677254350404,1.21148180699251
2003-07-01,1.45616764816783,1.67561593707113
2003-10-01,0.675769082857336,0.263149906221827
2004-01-01,0.885841720193703,0.459517692251588
2004-04-01,0.620249123053362,1.13936207217318
2004-07-01,1.09977749043395,0.650787381892215
2004-10-01,1.08182054866219,1.25512175224234
2005-01-01,0.581776830514613,-1.17935096959521
2005-04-01,1.12816138418719,0.945497543890639
2005-07-01,0.965992711632602,0.295212526113175
2005-10-01,0.296515286769328,1.27275566739549
2006-01-01,1.1089465469551,1.92670334936835
2006-04-01,0.50532567491075,0.244247944802822
2006-07-01,0.605280834775357,0.25837819867025
2006-10-01,0.963099624273944,1.31103141695945
2007-01-01,0.558010939400688,0.848367079361267
2007-04-01,0.185168949300518,0.25574413873386
2007-07-01,0.562009443156519,0.0887806178143435
2007-10-01,0.284406535569737,0.0679640537494919
2008-01-01,-0.266123000546692,0.277377682122726
2008-04-01,0.162019226361743,1.81350813497723
2008-07-01,-0.751601258796164,-2.12395889740336
2008-10-01,-0.935007195337967,0.867342487620526
2009-01-01,-0.226117809531168,-0.429951032928244
2009-04-01,-0.405843686476004,1.06927126666232
2009-07-01,0.687519760230693,-1.13717729808762
2009-10-01,-0.14842452321453,-0.0246447454289367
2010-01-01,0.493232202430605,0.560633810490074
2010-04-01,0.792222394252562,1.63415683843358
2010-07-01,0.696905813140525,0.709403799358554
2010-10-01,0.659197946813705,0.5591266674422
2011-01-01,0.424446696230696,1.01385481128187
2011-04-01,0.221177199495237,-0.217924057413832
2011-07-01,0.390803685445107,0.435638478510825
2011-10-01,0.182576961482361,0.310519350991889
2012-01-01,0.799759203454364,1.85461907402154
2012-04-01,0.148268324118384,0.905011579393111
2012-07-01,0.163039694703571,-0.718402075245805
2012-10-01,0.447192323670365,2.73260893577305
2013-01-01,0.517198408159381,-4.08441952129195
2013-04-01,0.0719451959588113,0.742248589237882
2013-07-01,0.405902734034491,0.431404472366559
2013-10-01,0.857975926104082,0.394306686801116
2014-01-01,0.393157112892695,1.38332114888211
2014-04-01,1.08895373968938,1.35292756435224
2014-07-01,1.07028259015198,1.16057825537279
2014-10-01,1.20542659724645,1.31301149695329
2015-01-01,0.827267765637885,1.12929293914963
2015-04-01,0.792812730761483,0.749587369076821
2015-07-01,0.759427331348128,0.732370659530446
2015-10-01,0.446823920096051,0.316749551890894
2016-01-01,0.778254317442872,0.666137371576347
2016-04-01,0.715591421028172,-0.10658849466374
2016-07-01,0.634915563490068,0.447270109489217
2016-10-01,0.618545334091891,0.598037711046473
2017-01-01,0.59333650119644,1.19203157641294
2017-04-01,0.593153406668279,0.664810314653508
2017-07-01,0.584737900510568,0.579715745335285
2017-10-01,1.13314558963591,0.907210403008563
2018-01-01,0.416962957824119,1.66572575786983
2018-04-01,0.983111903362577,0.661825339521194
2018-07-01,0.853181353337362,0.806271275855863
2018-10-01,0.356512028408495,0.695142220752665
2019-01-01,0.282885468711669,1.10075295416223
2019-04-01,1.11351670328794,0.593399498439773
